pago_id;run_socio_titular;nombre_socio_titular;anio_membresia;mes_cuota;fecha_vencimiento;monto_membresia;monto_adicionales;monto_total;estado_pago;fecha_pago;medio_pago
753;24790376-3;"claudio fuentes nunez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
754;24790376-3;"claudio fuentes nunez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
755;24790376-3;"claudio fuentes nunez";2025;11;2025-11-05;25000;0;25000;atrasado;;
756;24790376-3;"claudio fuentes nunez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
757;9996844-4;"enrique mendez fuentes";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
758;9996844-4;"enrique mendez fuentes";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
759;9996844-4;"enrique mendez fuentes";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
760;9996844-4;"enrique mendez fuentes";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
761;9996844-4;"enrique mendez fuentes";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
762;9996844-4;"enrique mendez fuentes";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
763;9996844-4;"enrique mendez fuentes";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
764;9996844-4;"enrique mendez fuentes";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
765;9996844-4;"enrique mendez fuentes";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
766;9996844-4;"enrique mendez fuentes";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
767;9996844-4;"enrique mendez fuentes";2025;11;2025-11-05;25000;0;25000;atrasado;;
768;9996844-4;"enrique mendez fuentes";2025;12;2025-12-05;25000;5000;30000;atrasado;;
769;14936708-k;"alvaro duarte espinoza";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
770;14936708-k;"alvaro duarte espinoza";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
771;14936708-k;"alvaro duarte espinoza";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
772;14936708-k;"alvaro duarte espinoza";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
773;14936708-k;"alvaro duarte espinoza";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
774;14936708-k;"alvaro duarte espinoza";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
775;14936708-k;"alvaro duarte espinoza";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
776;14936708-k;"alvaro duarte espinoza";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
777;14936708-k;"alvaro duarte espinoza";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
778;14936708-k;"alvaro duarte espinoza";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
779;14936708-k;"alvaro duarte espinoza";2025;11;2025-11-05;25000;0;25000;atrasado;;
780;14936708-k;"alvaro duarte espinoza";2025;12;2025-12-05;25000;5000;30000;atrasado;;
781;6698610-1;"beatriz iturra iturra";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
782;6698610-1;"beatriz iturra iturra";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
783;6698610-1;"beatriz iturra iturra";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
784;6698610-1;"beatriz iturra iturra";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
785;6698610-1;"beatriz iturra iturra";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
786;6698610-1;"beatriz iturra iturra";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
787;6698610-1;"beatriz iturra iturra";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
788;6698610-1;"beatriz iturra iturra";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
789;6698610-1;"beatriz iturra iturra";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
790;6698610-1;"beatriz iturra iturra";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
791;6698610-1;"beatriz iturra iturra";2025;11;2025-11-05;25000;0;25000;atrasado;;
792;6698610-1;"beatriz iturra iturra";2025;12;2025-12-05;25000;5000;30000;atrasado;;
793;16653005-1;"kevin nunez pardo";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
794;16653005-1;"kevin nunez pardo";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
795;16653005-1;"kevin nunez pardo";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
796;16653005-1;"kevin nunez pardo";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
797;16653005-1;"kevin nunez pardo";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
798;16653005-1;"kevin nunez pardo";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
799;16653005-1;"kevin nunez pardo";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
800;16653005-1;"kevin nunez pardo";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
801;16653005-1;"kevin nunez pardo";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
802;16653005-1;"kevin nunez pardo";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
803;16653005-1;"kevin nunez pardo";2025;11;2025-11-05;25000;0;25000;atrasado;;
804;16653005-1;"diego contreras";2025;12;2025-12-05;25000;5000;30000;atrasado;;
805;19150099-7;"javiera jara nunez";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
806;19150099-7;"javiera jara nunez";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
807;19150099-7;"javiera jara nunez";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
808;19150099-7;"javiera jara nunez";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
809;19150099-7;"javiera jara nunez";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
810;19150099-7;"javiera jara nunez";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
811;19150099-7;"javiera jara nunez";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
812;19150099-7;"javiera jara nunez";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
813;19150099-7;"javiera jara nunez";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
814;19150099-7;"javiera jara nunez";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
815;19150099-7;"javiera jara nunez";2025;11;2025-11-05;25000;0;25000;atrasado;;
816;19150099-7;"javiera jara nunez";2025;12;2025-12-05;25000;5000;30000;atrasado;;
817;9737943-3;"ana contreras";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
818;9737943-3;"felicia lagos galdames";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
819;9737943-3;"ana contreras";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
820;9737943-3;"felicia lagos galdames";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
821;9737943-3;"felicia lagos galdames";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
822;9737943-3;"felicia lagos galdames";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-04;tarjeta
823;9737943-3;"felicia lagos galdames";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-02;transferencia
824;9737943-3;"felicia lagos galdames";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-05;tarjeta
825;9737943-3;"felicia lagos galdames";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-01;transferencia
826;9737943-3;"felicia lagos galdames";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-04;tarjeta
827;9737943-3;"felicia lagos galdames";2025;11;2025-11-05;25000;0;25000;atrasado;;
828;9737943-3;"felicia lagos galdames";2025;12;2025-12-05;25000;5000;30000;atrasado;;
829;17545284-4;"oscar espinoza ortiz";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-03;tarjeta
830;17545284-4;"oscar espinoza ortiz";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-01;transferencia
831;17545284-4;"oscar espinoza ortiz";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-05;tarjeta
832;17545284-4;"oscar espinoza ortiz";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-02;transferencia
833;17545284-4;"oscar espinoza ortiz";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-04;tarjeta
834;17545284-4;"oscar espinoza ortiz";2025;6;2025-06-05;25000;5000;30000;pagado;2025-06-01;transferencia
835;17545284-4;"oscar espinoza ortiz";2025;7;2025-07-05;25000;0;25000;pagado;2025-07-05;tarjeta
836;17545284-4;"oscar espinoza ortiz";2025;8;2025-08-05;25000;5000;30000;pagado;2025-08-03;transferencia
837;17545284-4;"oscar espinoza ortiz";2025;9;2025-09-05;25000;12000;37000;pagado;2025-09-05;tarjeta
838;17545284-4;"oscar espinoza ortiz";2025;10;2025-10-05;25000;5000;30000;pagado;2025-10-01;transferencia
839;17545284-4;"oscar espinoza ortiz";2025;11;2025-11-05;25000;0;25000;atrasado;;
840;17545284-4;"oscar espinoza ortiz";2025;12;2025-12-05;25000;5000;30000;atrasado;;
841;22405688-5;"helena ortiz iturra";2025;1;2025-01-05;25000;0;25000;pagado;2025-01-04;transferencia
842;22405688-5;"helena ortiz iturra";2025;2;2025-02-05;25000;5000;30000;pagado;2025-02-05;tarjeta
843;22405688-5;"helena ortiz iturra";2025;3;2025-03-05;25000;12000;37000;pagado;2025-03-03;transferencia
844;22405688-5;"helena ortiz iturra";2025;4;2025-04-05;25000;5000;30000;pagado;2025-04-03;tarjeta
845;22405688-5;"diego rojas";2025;5;2025-05-05;25000;0;25000;pagado;2025-05-01;transferencia
5001;24887596-8;"mauricio barrera duarte";2026;1;2026-01-05;35000;0;35000;pagado;2026-01-01;transferencia
5002;24887596-8;"mauricio barrera duarte";2026;2;2026-02-05;35000;0;35000;atrasado;;
5003;24887596-8;"mauricio barrera duarte";2026;3;2026-03-05;35000;0;35000;pagado;2026-03-02;tarjeta_credito
5004;24887596-8;"mauricio barrera duarte";2026;4;2026-04-05;35000;0;35000;atrasado;;
5005;24887596-8;"mauricio barrera duarte";2026;5;2026-05-05;35000;0;35000;pagado;2026-05-03;efectivo
5006;24887596-8;"mauricio barrera duarte";2026;6;2026-06-05;35000;0;35000;atrasado;;
5007;24887596-8;"mauricio barrera duarte";2026;7;2026-07-05;35000;0;35000;pagado;2026-07-01;transferencia
5008;24887596-8;"mauricio barrera duarte";2026;8;2026-08-05;35000;0;35000;atrasado;;
5009;24887596-8;"mauricio barrera duarte";2026;9;2026-09-05;35000;0;35000;pagado;2026-09-02;tarjeta_credito
5010;24887596-8;"mauricio barrera duarte";2026;10;2026-10-05;35000;0;35000;atrasado;;
5011;24887596-8;"mauricio barrera duarte";2026;11;2026-11-05;35000;0;35000;pagado;2026-11-03;efectivo
5012;24887596-8;"mauricio barrera duarte";2026;12;2026-12-05;35000;0;35000;atrasado;;
5013;10336757-5;"claudio barrera ortiz";2026;1;2026-01-05;35000;0;35000;atrasado;;
5014;10336757-5;"claudio barrera ortiz";2026;2;2026-02-05;35000;0;35000;pagado;2026-02-04;transferencia
5015;10336757-5;"claudio barrera ortiz";2026;3;2026-03-05;35000;0;35000;atrasado;;
5016;10336757-5;"claudio barrera ortiz";2026;4;2026-04-05;35000;0;35000;pagado;2026-04-01;tarjeta_credito
5017;10336757-5;"claudio barrera ortiz";2026;5;2026-05-05;35000;0;35000;atrasado;;
5018;10336757-5;"claudio barrera ortiz";2026;6;2026-06-05;35000;0;35000;pagado;2026-06-05;efectivo
5019;10336757-5;"claudio barrera ortiz";2026;7;2026-07-05;35000;0;35000;atrasado;;
5020;10336757-5;"claudio barrera ortiz";2026;8;2026-08-05;35000;0;35000;pagado;2026-08-03;transferencia
5021;10336757-5;"claudio barrera ortiz";2026;9;2026-09-05;35000;0;35000;atrasado;;
5022;10336757-5;"claudio barrera ortiz";2026;10;2026-10-05;35000;0;35000;pagado;2026-10-02;tarjeta_credito
5023;10336757-5;"claudio barrera ortiz";2026;11;2026-11-05;35000;0;35000;atrasado;;
5024;10336757-5;"claudio barrera ortiz";2026;12;2026-12-05;35000;0;35000;pagado;2026-12-04;efectivo
5025;11606281-k;"claudio quezada ortiz";2026;1;2026-01-05;35000;0;35000;pagado;2026-01-02;transferencia
5026;11606281-k;"claudio quezada ortiz";2026;2;2026-02-05;35000;0;35000;atrasado;;
5027;11606281-k;"claudio quezada ortiz";2026;3;2026-03-05;35000;0;35000;pagado;2026-03-05;tarjeta_credito
5028;11606281-k;"claudio quezada ortiz";2026;4;2026-04-05;35000;0;35000;atrasado;;
5029;11606281-k;"claudio quezada ortiz";2026;5;2026-05-05;35000;0;35000;pagado;2026-05-01;efectivo
5030;11606281-k;"claudio quezada ortiz";2026;6;2026-06-05;35000;0;35000;atrasado;;
5031;11606281-k;"claudio quezada ortiz";2026;7;2026-07-05;35000;0;35000;pagado;2026-07-03;transferencia
5032;11606281-k;"claudio quezada ortiz";2026;8;2026-08-05;35000;0;35000;atrasado;;
5033;11606281-k;"claudio quezada ortiz";2026;9;2026-09-05;35000;0;35000;pagado;2026-09-04;tarjeta_credito
5034;11606281-k;"claudio quezada ortiz";2026;10;2026-10-05;35000;0;35000;atrasado;;
5035;11606281-k;"claudio quezada ortiz";2026;11;2026-11-05;35000;0;35000;pagado;2026-11-02;efectivo
5036;11606281-k;"claudio quezada ortiz";2026;12;2026-12-05;35000;0;35000;atrasado;;
5037;6988932-3;"felicia quezada fuentes";2026;1;2026-01-05;35000;0;35000;atrasado;;
5038;6988932-3;"felicia quezada fuentes";2026;2;2026-02-05;35000;0;35000;pagado;2026-02-02;transferencia
5039;6988932-3;"felicia quezada fuentes";2026;3;2026-03-05;35000;0;35000;atrasado;;
5040;6988932-3;"felicia quezada fuentes";2026;4;2026-04-05;35000;0;35000;pagado;2026-04-03;tarjeta_credito
5041;6988932-3;"felicia quezada fuentes";2026;5;2026-05-05;35000;0;35000;atrasado;;
5042;6988932-3;"felicia quezada fuentes";2026;6;2026-06-05;35000;0;35000;pagado;2026-06-01;efectivo
5043;6988932-3;"felicia quezada fuentes";2026;7;2026-07-05;35000;0;35000;atrasado;;
5044;6988932-3;"felicia quezada fuentes";2026;8;2026-08-05;35000;0;35000;pagado;2026-08-04;transferencia
5045;6988932-3;"felicia quezada fuentes";2026;9;2026-09-05;35000;0;35000;atrasado;;
5046;6988932-3;"felicia quezada fuentes";2026;10;2026-10-05;35000;0;35000;pagado;2026-10-05;tarjeta_credito
5047;6988932-3;"felicia quezada fuentes";2026;11;2026-11-05;35000;0;35000;atrasado;;
5048;6988932-3;"felicia quezada fuentes";2026;12;2026-12-05;35000;0;35000;pagado;2026-12-03;efectivo
5049;8554458-8;"javiera mendez fuentes";2026;1;2026-01-05;35000;0;35000;pagado;2026-01-04;transferencia
5050;8554458-8;"javiera mendez fuentes";2026;2;2026-02-05;35000;0;35000;atrasado;;
5051;8554458-8;"javiera mendez fuentes";2026;3;2026-03-05;35000;0;35000;pagado;2026-03-01;tarjeta_credito
5052;8554458-8;"javiera mendez fuentes";2026;4;2026-04-05;35000;0;35000;atrasado;;
5053;8554458-8;"javiera mendez fuentes";2026;5;2026-05-05;35000;0;35000;pagado;2026-05-05;efectivo
5054;8554458-8;"javiera mendez fuentes";2026;6;2026-06-05;35000;0;35000;atrasado;;
5055;8554458-8;"javiera mendez fuentes";2026;7;2026-07-05;35000;0;35000;pagado;2026-07-02;transferencia
5056;8554458-8;"javiera mendez fuentes";2026;8;2026-08-05;35000;0;35000;atrasado;;
5057;8554458-8;"javiera mendez fuentes";2026;9;2026-09-05;35000;0;35000;pagado;2026-09-03;tarjeta_credito
5058;8554458-8;"javiera mendez fuentes";2026;10;2026-10-05;35000;0;35000;atrasado;;
5059;8554458-8;"javiera mendez fuentes";2026;11;2026-11-05;35000;0;35000;pagado;2026-11-01;efectivo
5060;8554458-8;"javiera mendez fuentes";2026;12;2026-12-05;35000;0;35000;atrasado;;
5061;20484469-3;"patricia pardo fuentes";2026;1;2026-01-05;35000;0;35000;atrasado;;
5062;20484469-3;"patricia pardo fuentes";2026;2;2026-02-05;35000;0;35000;pagado;2026-02-03;transferencia
5063;20484469-3;"patricia pardo fuentes";2026;3;2026-03-05;35000;0;35000;atrasado;;
5064;20484469-3;"patricia pardo fuentes";2026;4;2026-04-05;35000;0;35000;pagado;2026-04-04;tarjeta_credito
5065;20484469-3;"patricia pardo fuentes";2026;5;2026-05-05;35000;0;35000;atrasado;;
5066;20484469-3;"patricia pardo fuentes";2026;6;2026-06-05;35000;0;35000;pagado;2026-06-02;efectivo
5067;20484469-3;"patricia pardo fuentes";2026;7;2026-07-05;35000;0;35000;atrasado;;
5068;20484469-3;"patricia pardo fuentes";2026;8;2026-08-05;35000;0;35000;pagado;2026-08-05;transferencia
5069;20484469-3;"patricia pardo fuentes";2026;9;2026-09-05;35000;0;35000;atrasado;;
5070;20484469-3;"patricia pardo fuentes";2026;10;2026-10-05;35000;0;35000;pagado;2026-10-01;tarjeta_credito
5071;20484469-3;"patricia pardo fuentes";2026;11;2026-11-05;35000;0;35000;atrasado;;
5072;20484469-3;"patricia pardo fuentes";2026;12;2026-12-05;35000;0;35000;pagado;2026-12-04;efectivo
5073;20848551-2;"daniela henriquez fuentes";2026;1;2026-01-05;35000;0;35000;pagado;2026-01-02;transferencia
5074;20848551-2;"daniela henriquez fuentes";2026;2;2026-02-05;35000;0;35000;atrasado;;
5075;20848551-2;"daniela henriquez fuentes";2026;3;2026-03-05;35000;0;35000;pagado;2026-03-05;tarjeta_credito
5076;20848551-2;"daniela henriquez fuentes";2026;4;2026-04-05;35000;0;35000;atrasado;;
5077;20848551-2;"daniela henriquez fuentes";2026;5;2026-05-05;35000;0;35000;pagado;2026-05-01;efectivo
5078;20848551-2;"daniela henriquez fuentes";2026;6;2026-06-05;35000;0;35000;atrasado;;
5079;20848551-2;"daniela henriquez fuentes";2026;7;2026-07-05;35000;0;35000;pagado;2026-07-03;transferencia
5080;20848551-2;"daniela henriquez fuentes";2026;8;2026-08-05;35000;0;35000;atrasado;;
5081;20848551-2;"daniela henriquez fuentes";2026;9;2026-09-05;35000;0;35000;pagado;2026-09-04;tarjeta_credito
5082;20848551-2;"daniela henriquez fuentes";2026;10;2026-10-05;35000;0;35000;atrasado;;
5083;20848551-2;"daniela henriquez fuentes";2026;11;2026-11-05;35000;0;35000;pagado;2026-11-02;efectivo
5084;20848551-2;"daniela henriquez fuentes";2026;12;2026-12-05;35000;0;35000;atrasado;;
5085;22997716-4;"natalia duarte nunez";2026;1;2026-01-05;35000;0;35000;atrasado;;
5086;22997716-4;"natalia duarte nunez";2026;2;2026-02-05;35000;0;35000;pagado;2026-02-03;transferencia
5087;22997716-4;"natalia duarte nunez";2026;3;2026-03-05;35000;0;35000;atrasado;;
5088;22997716-4;"natalia duarte nunez";2026;4;2026-04-05;35000;0;35000;pagado;2026-04-05;tarjeta_credito
5089;22997716-4;"natalia duarte nunez";2026;5;2026-05-05;35000;0;35000;atrasado;;
5090;22997716-4;"natalia duarte nunez";2026;6;2026-06-05;35000;0;35000;pagado;2026-06-01;efectivo
5091;22997716-4;"natalia duarte nunez";2026;7;2026-07-05;35000;0;35000;atrasado;;
5092;22997716-4;"natalia duarte nunez";2026;8;2026-08-05;35000;0;35000;pagado;2026-08-04;transferencia
5093;22997716-4;"natalia duarte nunez";2026;9;2026-09-05;35000;0;35000;atrasado;;
5094;22997716-4;"natalia duarte nunez";2026;10;2026-10-05;35000;0;35000;pagado;2026-10-02;tarjeta_credito
5095;22997716-4;"natalia duarte nunez";2026;11;2026-11-05;35000;0;35000;atrasado;;
5096;22997716-4;"natalia duarte nunez";2026;12;2026-12-05;35000;0;35000;pagado;2026-12-05;efectivo
5097;15182198-7;"patricia duarte espinoza";2026;1;2026-01-05;35000;0;35000;pagado;2026-01-02;transferencia
5098;15182198-7;"patricia duarte espinoza";2026;2;2026-02-05;35000;0;35000;atrasado;;
5099;15182198-7;"patricia duarte espinoza";2026;3;2026-03-05;35000;0;35000;pagado;2026-03-04;tarjeta_credito
5100;15182198-7;"patricia duarte espinoza";2026;4;2026-04-05;35000;0;35000;atrasado;;
5101;15182198-7;"patricia duarte espinoza";2026;5;2026-05-05;35000;0;35000;pagado;2026-05-01;efectivo
5102;15182198-7;"patricia duarte espinoza";2026;6;2026-06-05;35000;0;35000;atrasado;;
5103;15182198-7;"patricia duarte espinoza";2026;7;2026-07-05;35000;0;35000;pagado;2026-07-03;transferencia
5104;15182198-7;"patricia duarte espinoza";2026;8;2026-08-05;35000;0;35000;atrasado;;
5105;15182198-7;"patricia duarte espinoza";2026;9;2026-09-05;35000;0;35000;pagado;2026-09-02;tarjeta_credito
5106;15182198-7;"patricia duarte espinoza";2026;10;2026-10-05;35000;0;35000;atrasado;;
5107;15182198-7;"patricia duarte espinoza";2026;11;2026-11-05;35000;0;35000;pagado;2026-11-04;efectivo
5108;15182198-7;"patricia duarte espinoza";2026;12;2026-12-05;35000;0;35000;atrasado;;
5109;9848362-5;"ignacio quezada henriquez";2026;1;2026-01-05;35000;0;35000;atrasado;;
5110;9848362-5;"ignacio quezada henriquez";2026;2;2026-02-05;35000;0;35000;pagado;2026-02-01;transferencia
5111;9848362-5;"ignacio quezada henriquez";2026;3;2026-03-05;35000;0;35000;atrasado;;
5112;9848362-5;"ignacio quezada henriquez";2026;4;2026-04-05;35000;0;35000;pagado;2026-04-03;tarjeta_credito
5113;9848362-5;"ignacio quezada henriquez";2026;5;2026-05-05;35000;0;35000;atrasado;;
5114;9848362-5;"ignacio quezada henriquez";2026;6;2026-06-05;35000;0;35000;pagado;2026-06-05;efectivo
5115;9848362-5;"ignacio quezada henriquez";2026;7;2026-07-05;35000;0;35000;atrasado;;
5116;9848362-5;"ignacio quezada henriquez";2026;8;2026-08-05;35000;0;35000;pagado;2026-08-02;transferencia
5117;9848362-5;"ignacio quezada henriquez";2026;9;2026-09-05;35000;0;35000;atrasado;;
5118;9848362-5;"ignacio quezada henriquez";2026;10;2026-10-05;35000;0;35000;pagado;2026-10-04;tarjeta_credito
5119;9848362-5;"ignacio quezada henriquez";2026;11;2026-11-05;35000;0;35000;atrasado;;
5120;9848362-5;"ignacio quezada henriquez";2026;12;2026-12-05;35000;0;35000;pagado;2026-12-01;efectivo
5121;17608709-0;"helena jara duarte";2026;1;2026-01-05;35000;0;35000;pagado;2026-01-03;transferencia
5122;17608709-0;"helena jara duarte";2026;2;2026-02-05;35000;0;35000;atrasado;;
5123;17608709-0;"helena jara duarte";2026;3;2026-03-05;35000;0;35000;pagado;2026-03-05;tarjeta_credito
5124;17608709-0;"helena jara duarte";2026;4;2026-04-05;35000;0;35000;atrasado;;
5125;17608709-0;"helena jara duarte";2026;5;2026-05-05;35000;0;35000;pagado;2026-05-01;efectivo
5126;17608709-0;"helena jara duarte";2026;6;2026-06-05;35000;0;35000;atrasado;;
5127;17608709-0;"helena jara duarte";2026;7;2026-07-05;35000;0;35000;pagado;2026-07-04;transferencia
5128;17608709-0;"helena jara duarte";2026;8;2026-08-05;35000;0;35000;atrasado;;
5129;17608709-0;"helena jara duarte";2026;9;2026-09-05;35000;0;35000;pagado;2026-09-01;tarjeta_credito
5130;17608709-0;"helena jara duarte";2026;10;2026-10-05;35000;0;35000;atrasado;;
5131;17608709-0;"helena jara duarte";2026;11;2026-11-05;35000;0;35000;pagado;2026-11-02;efectivo
5132;17608709-0;"helena jara duarte";2026;12;2026-12-05;35000;0;35000;atrasado;;
5133;16804818-1;"loreto alvarez mendez";2026;1;2026-01-05;35000;0;35000;atrasado;;
5134;16804818-1;"loreto alvarez mendez";2026;2;2026-02-05;35000;0;35000;pagado;2026-02-02;transferencia
5135;16804818-1;"loreto alvarez mendez";2026;3;2026-03-05;35000;0;35000;atrasado;;
5136;16804818-1;"loreto alvarez mendez";2026;4;2026-04-05;35000;0;35000;pagado;2026-04-01;tarjeta_credito
5137;16804818-1;"loreto alvarez mendez";2026;5;2026-05-05;35000;0;35000;atrasado;;
5138;16804818-1;"loreto alvarez mendez";2026;6;2026-06-05;35000;0;35000;pagado;2026-06-04;efectivo
5139;16804818-1;"loreto alvarez mendez";2026;7;2026-07-05;35000;0;35000;atrasado;;
5140;16804818-1;"loreto alvarez mendez";2026;8;2026-08-05;35000;0;35000;pagado;2026-08-05;transferencia
5141;16804818-1;"loreto alvarez mendez";2026;9;2026-09-05;35000;0;35000;atrasado;;
5142;16804818-1;"loreto alvarez mendez";2026;10;2026-10-05;35000;0;35000;pagado;2026-10-03;tarjeta_credito
5143;16804818-1;"loreto alvarez mendez";2026;11;2026-11-05;35000;0;35000;atrasado;;
5144;16804818-1;"loreto alvarez mendez";2026;12;2026-12-05;35000;0;35000;pagado;2026-12-01;efectivo
5145;5058856-4;"beatriz alvarez lagos";2026;1;2026-01-05;35000;0;35000;pagado;2026-01-03;transferencia
5146;5058856-4;"beatriz alvarez lagos";2026;2;2026-02-05;35000;0;35000;atrasado;;
5147;5058856-4;"beatriz alvarez lagos";2026;3;2026-03-05;35000;0;35000;pagado;2026-03-04;tarjeta_credito
5148;5058856-4;"beatriz alvarez lagos";2026;4;2026-04-05;35000;0;35000;atrasado;;
5149;5058856-4;"beatriz alvarez lagos";2026;5;2026-05-05;35000;0;35000;pagado;2026-05-02;efectivo
5150;5058856-4;"beatriz alvarez lagos";2026;6;2026-06-05;35000;0;35000;atrasado;;
5151;5058856-4;"beatriz alvarez lagos";2026;7;2026-07-05;35000;0;35000;pagado;2026-07-05;transferencia
5152;5058856-4;"beatriz alvarez lagos";2026;8;2026-08-05;35000;0;35000;atrasado;;
5153;5058856-4;"beatriz alvarez lagos";2026;9;2026-09-05;35000;0;35000;pagado;2026-09-01;tarjeta_credito
5154;5058856-4;"beatriz alvarez lagos";2026;10;2026-10-05;35000;0;35000;atrasado;;
5155;5058856-4;"beatriz alvarez lagos";2026;11;2026-11-05;35000;0;35000;pagado;2026-11-04;efectivo
5156;5058856-4;"beatriz alvarez lagos";2026;12;2026-12-05;35000;0;35000;atrasado;;
5157;12170069-7;"oscar contreras lagos";2026;1;2026-01-05;35000;0;35000;atrasado;;
5158;12170069-7;"oscar contreras lagos";2026;2;2026-02-05;35000;0;35000;pagado;2026-02-05;transferencia
5159;12170069-7;"oscar contreras lagos";2026;3;2026-03-05;35000;0;35000;atrasado;;
5160;12170069-7;"camila gonzalez";2026;4;2026-04-05;35000;0;35000;pagado;2026-04-01;tarjeta_credito
5161;12170069-7;"oscar contreras lagos";2026;5;2026-05-05;35000;0;35000;atrasado;;
5162;12170069-7;"oscar contreras lagos";2026;6;2026-06-05;35000;0;35000;pagado;2026-06-03;efectivo
5163;12170069-7;"oscar contreras lagos";2026;7;2026-07-05;35000;0;35000;atrasado;;
5164;12170069-7;"oscar contreras lagos";2026;8;2026-08-05;35000;0;35000;pagado;2026-08-02;transferencia
5165;12170069-7;"oscar contreras lagos";2026;9;2026-09-05;35000;0;35000;atrasado;;
