run_persona;nombre_completo;email;telefono_celular;telefono_alternativo;direccion_calle;comuna_nombre;region_codigo;region_nombre;tipo_persona;run_socio_titular;parentesco;fecha_nacimiento;fecha_inicio_membresia;fecha_fin_membresia;es_usuario_sistema;tipo_usuario;clave_en_texto_plano;sucursal_base_nombre
11448370-8;"oscar jara contreras";oscar.jara624@mail.cl;;;"av irarrazaval 400";"santa cruz";6;o'higgins;beneficiario;22924363-2;;;2025-01-01;2025-12-31;NO;;;providencia
19306051-k;"patricia duarte galdames";patricia.duarte890@mail.cl;948890412;;"av gran avenida 600";"puente alto";13;metropolitana;adicional;16440104-9;;;2025-01-01;2025-12-31;NO;;;"la florida"
13082570-2;"enrique nunez iturra";enrique.nunez209@mail.cl;;;"av providencia 2100";"san miguel";13;metropolitana;adicional;7156539-4;;;2025-01-01;2025-12-31;NO;;;providencia
11803924-1;"enrique galdames galdames";enrique.galdames131@mail.cl;923771768;;"av macul 3400";santiago;13;metropolitana;adicional;9774947-7;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
16143758-1;"felicia iturra alvarez";felicia.iturra752@mail.cl;945911775;;"av providencia 4000";independencia;13;metropolitana;beneficiario;13242165-1;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
11978481-6;"mauricio henriquez quezada";mauricio.henriquez605@mail.cl;;;"av macul 300";nunoa;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave9116;"santiago centro"
18824709-0;"javiera ortiz mendez";javiera.ortiz785@mail.cl;912801544;;"av apoquindo 1400";"vina del mar";5;valparaiso;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave8709;providencia
21591878-8;"helena quezada galdames";helena.quezada56@mail.cl;988950606;;"av alameda 1100";"las condes";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave8584;"santiago centro"
11953649-9;"natalia galdames henriquez";natalia.galdames503@mail.cl;;;"av providencia 700";"las condes";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave8231;providencia
20196899-9;"mauricio alvarez henriquez";mauricio.alvarez491@mail.cl;;;"av pedro de valdivia 1200";nunoa;13;metropolitana;adicional;16939347-3;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
13549636-4;"patricia fuentes iturra";patricia.fuentes904@mail.cl;;;"av macul 1400";"la reina";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4582;"la florida"
13495605-4;"enrique quezada duarte";enrique.quezada3@mail.cl;958299446;;"av providencia 2700";santiago;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave9360;"santa cruz"
17369207-2;"mauricio iturra ortiz";mauricio.iturra891@mail.cl;977609217;;"av irarrazaval 2000";providencia;13;metropolitana;invitado;5925734-k;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
12365737-9;"helena fuentes duarte";helena.fuentes372@mail.cl;973147423;;"av apoquindo 3000";providencia;13;metropolitana;adicional;6005570-0;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
9417682-1;"javiera galdames galdames";javiera.galdames838@mail.cl;;;"av pedro de valdivia 200";"puente alto";13;metropolitana;invitado;15258690-6;;;2025-01-01;2025-12-31;NO;;;"la florida"
22645027-0;"mauricio barrera jara";mauricio.barrera762@mail.cl;;;"av recoleta 900";santiago;13;metropolitana;adicional;24941085-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
23566772-k;"helena galdames henriquez";helena.galdames748@mail.cl;989013259;;"av vitacura 2700";"las condes";13;metropolitana;beneficiario;6344903-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
19481249-3;"enrique galdames iturra";enrique.galdames959@mail.cl;916004826;;"av macul 1300";"puente alto";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave8853;"santa cruz"
9219868-5;"helena galdames galdames";helena.galdames315@mail.cl;;;"av alameda 2900";"vina del mar";5;valparaiso;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4466;"santiago centro"
21457498-5;"enrique contreras duarte";enrique.contreras191@mail.cl;;;"av macul 1100";"vina del mar";5;valparaiso;beneficiario;20463400-0;hijo;;2025-01-01;2025-12-31;NO;;;"la florida"
5343112-4;"beatriz quezada pardo";beatriz.quezada137@mail.cl;;;"av pedro de valdivia 1300";"la reina";13;metropolitana;adicional;21795243-7;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
8667955-9;"ignacio duarte lagos";ignacio.duarte333@mail.cl;;;"av pedro de valdivia 4000";santiago;13;metropolitana;adicional;9883512-8;;;2025-01-01;2025-12-31;NO;;;"la florida"
20706001-1;"javiera contreras pardo";javiera.contreras949@mail.cl;925309449;;"av alameda 2500";concepcion;8;biobio;beneficiario;18978536-3;;;2025-01-01;2025-12-31;NO;;;providencia
15528633-4;"felicia quezada alvarez";felicia.quezada130@mail.cl;;;"av apoquindo 3400";"la florida";13;metropolitana;invitado;6168484-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
17344170-3;"enrique mendez pardo";enrique.mendez366@mail.cl;;;"av providencia 1000";"vina del mar";5;valparaiso;invitado;10098345-1;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
19088273-k;"patricia alvarez alvarez";patricia.alvarez264@mail.cl;917222451;;"av recoleta 3200";santiago;13;metropolitana;beneficiario;15828937-7;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
13489609-4;"loreto ortiz pardo";loreto.ortiz499@mail.cl;;;"av apoquindo 1100";"la florida";13;metropolitana;adicional;9230077-6;;;2025-01-01;2025-12-31;NO;;;"la florida"
5145391-7;"oscar nunez quezada";oscar.nunez19@mail.cl;;;"av vicuna mackenna 400";"la florida";13;metropolitana;adicional;12625578-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
23421109-9;"enrique pardo barrera";enrique.pardo236@mail.cl;;;"av gran avenida 1100";"la florida";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4616;providencia
19514961-5;"loreto jara nunez";loreto.jara301@mail.cl;;;"av macul 800";providencia;13;metropolitana;adicional;14006506-4;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
14890831-1;"natalia mendez pardo";natalia.mendez93@mail.cl;;;"av apoquindo 300";"san miguel";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave6520;"santiago centro"
20055673-9;"felicia ortiz lagos";felicia.ortiz730@mail.cl;975749272;;"av pedro de valdivia 1100";concepcion;8;biobio;adicional;17526820-0;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
18797380-0;"daniela lagos ortiz";daniela.lagos974@mail.cl;;;"av alameda 900";"san miguel";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7267;"la florida"
18168394-5;"ignacio alvarez duarte";ignacio.alvarez911@mail.cl;960042435;;"av macul 3200";nunoa;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7311;providencia
7218054-2;"javiera henriquez duarte";javiera.henriquez80@mail.cl;947432496;;"av vicuna mackenna 3600";maipu;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave9090;providencia
17081627-7;"beatriz iturra galdames";beatriz.iturra126@mail.cl;940230921;;"av gran avenida 1700";"la reina";13;metropolitana;adicional;16629695-1;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
13646800-4;"javiera espinoza jara";javiera.espinoza427@mail.cl;973711144;;"av pedro de valdivia 200";"la florida";13;metropolitana;beneficiario;6115597-9;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
19113560-1;"natalia lagos mendez";natalia.lagos776@mail.cl;;;"av irarrazaval 2100";maipu;13;metropolitana;invitado;24663202-1;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
6968464-5;"loreto pardo nunez";loreto.pardo642@mail.cl;;;"av alameda 2200";"las condes";13;metropolitana;invitado;12037120-7;;;2025-01-01;2025-12-31;NO;;;"la florida"
5237288-1;"loreto quezada quezada";loreto.quezada161@mail.cl;;;"av vicuna mackenna 3100";"las condes";13;metropolitana;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave7909;"santiago centro"
13701583-0;"helena contreras duarte";helena.contreras416@mail.cl;910808360;;"av gran avenida 1200";nunoa;13;metropolitana;adicional;6632842-2;;;2025-01-01;2025-12-31;NO;;;"la florida"
21508638-0;"gonzalo jara espinoza";gonzalo.jara76@mail.cl;;;"av alameda 1600";santiago;13;metropolitana;beneficiario;24973079-3;;;2025-01-01;2025-12-31;NO;;;providencia
20598546-8;"kevin barrera pardo";kevin.barrera933@mail.cl;965334499;;"av irarrazaval 3300";concepcion;8;biobio;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave5576;"santa cruz"
24957109-7;"ignacio ortiz jara";ignacio.ortiz198@mail.cl;;;"av alameda 3500";"la florida";13;metropolitana;adicional;10968159-8;;;2025-01-01;2025-12-31;NO;;;providencia
19301166-7;"mauricio henriquez duarte";mauricio.henriquez749@mail.cl;;;"av macul 2300";"vina del mar";5;valparaiso;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave5831;"la florida"
9155751-6;"patricia contreras ortiz";patricia.contreras27@mail.cl;;;"av macul 700";providencia;13;metropolitana;adicional;19556227-9;;;2025-01-01;2025-12-31;NO;;;"la florida"
9398401-3;"loreto quezada iturra";loreto.quezada401@mail.cl;968334433;;"av vicuna mackenna 1300";providencia;13;metropolitana;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave7532;"santa cruz"
6961100-1;"patricia lagos lagos";patricia.lagos820@mail.cl;977365402;;"av irarrazaval 2500";"la reina";13;metropolitana;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave7869;"la florida"
23463228-1;"beatriz ortiz jara";beatriz.ortiz980@mail.cl;913963639;;"av alameda 1500";nunoa;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7816;"santiago centro"
24800854-7;"daniela alvarez nunez";daniela.alvarez268@mail.cl;;;"av irarrazaval 2900";providencia;13;metropolitana;adicional;9774947-7;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
7102539-k;"gonzalo jara jara";gonzalo.jara910@mail.cl;;;"av pedro de valdivia 2900";maipu;13;metropolitana;beneficiario;24293519-5;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
23970700-9;"claudio duarte alvarez";claudio.duarte53@mail.cl;;;"av irarrazaval 2300";"la reina";13;metropolitana;adicional;21918818-6;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
11258047-6;"mauricio iturra barrera";mauricio.iturra419@mail.cl;917073092;;"av vitacura 1900";concepcion;8;biobio;adicional;16812745-6;;;2025-01-01;2025-12-31;NO;;;"la florida"
12885958-6;"oscar jara alvarez";oscar.jara412@mail.cl;963511060;;"av vicuna mackenna 3500";"vina del mar";5;valparaiso;adicional;6005570-0;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
16446839-9;"daniela contreras fuentes";daniela.contreras997@mail.cl;950568597;;"av recoleta 1000";providencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave3482;"santa cruz"
19447205-6;"felicia galdames nunez";felicia.galdames466@mail.cl;;;"av providencia 1100";"vina del mar";5;valparaiso;adicional;16557572-6;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
6732478-1;"daniela nunez pardo";daniela.nunez948@mail.cl;910615606;;"av pedro de valdivia 700";maipu;13;metropolitana;invitado;12204047-k;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
9785720-7;"ignacio quezada fuentes";ignacio.quezada567@mail.cl;;;"av pedro de valdivia 2300";"san miguel";13;metropolitana;adicional;6115597-9;;;2025-01-01;2025-12-31;NO;;;providencia
12728713-9;"ignacio duarte fuentes";ignacio.duarte249@mail.cl;987721523;;"av providencia 3800";maipu;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2314;"la florida"
13494555-8;"javiera barrera pardo";javiera.barrera549@mail.cl;925643780;;"av recoleta 1200";santiago;13;metropolitana;adicional;11190490-1;;;2025-01-01;2025-12-31;NO;;;"la florida"
21408462-7;"helena iturra nunez";helena.iturra754@mail.cl;948531194;;"av vitacura 1700";"santa cruz";6;o'higgins;adicional;12753752-0;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
12187875-5;"loreto mendez iturra";loreto.mendez573@mail.cl;;;"av gran avenida 300";independencia;13;metropolitana;adicional;22279269-1;;;2025-01-01;2025-12-31;NO;;;providencia
17482790-7;"claudio espinoza alvarez";claudio.espinoza123@mail.cl;927894930;;"av apoquindo 3300";"las condes";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave9678;"la florida"
19456621-0;"mauricio iturra iturra";mauricio.iturra927@mail.cl;967234589;;"av gran avenida 4000";santiago;13;metropolitana;adicional;14890831-1;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
22539581-8;"daniela mendez henriquez";daniela.mendez257@mail.cl;;;"av irarrazaval 2500";providencia;13;metropolitana;adicional;12685186-0;;;2025-01-01;2025-12-31;NO;;;"la florida"
19559987-4;"oscar mendez duarte";oscar.mendez449@mail.cl;;;"av gran avenida 3000";"san miguel";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave8550;"santa cruz"
17537708-7;"javiera lagos pardo";javiera.lagos456@mail.cl;;;"av vitacura 1100";"la florida";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7082;"santiago centro"
13563842-4;"loreto alvarez espinoza";loreto.alvarez814@mail.cl;967453735;;"av irarrazaval 1800";"la florida";13;metropolitana;adicional;12037120-7;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
21447646-0;"mauricio ortiz lagos";mauricio.ortiz42@mail.cl;995754891;;"av vicuna mackenna 3400";concepcion;8;biobio;adicional;21357643-8;;;2025-01-01;2025-12-31;NO;;;"la florida"
14665051-3;"gonzalo lagos alvarez";gonzalo.lagos688@mail.cl;997466612;;"av alameda 1600";"las condes";13;metropolitana;invitado;7066411-9;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
11702872-0;"gonzalo galdames contreras";gonzalo.galdames169@mail.cl;;;"av macul 200";"la reina";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave1074;"santa cruz"
10980363-4;"beatriz ortiz nunez";beatriz.ortiz350@mail.cl;967025243;;"av pedro de valdivia 2600";"santa cruz";6;o'higgins;adicional;6988932-3;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
21126013-0;"alvaro lagos galdames";alvaro.lagos30@mail.cl;;;"av recoleta 3900";santiago;13;metropolitana;adicional;10720940-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
15550513-6;"patricia duarte nunez";patricia.duarte90@mail.cl;;;"av irarrazaval 2900";nunoa;13;metropolitana;invitado;9883512-8;;;2025-01-01;2025-12-31;NO;;;"la florida"
9541284-k;"beatriz galdames iturra";beatriz.galdames704@mail.cl;;;"av recoleta 1200";maipu;13;metropolitana;adicional;15819439-2;;;2025-01-01;2025-12-31;NO;;;providencia
18397764-1;"felicia ortiz fuentes";felicia.ortiz451@mail.cl;949017831;;"av alameda 2700";"las condes";13;metropolitana;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave5986;"la florida"
7451940-7;"helena barrera henriquez";helena.barrera17@mail.cl;985041939;;"av pedro de valdivia 1900";"san miguel";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave5818;"la florida"
6871396-9;"patricia mendez quezada";patricia.mendez697@mail.cl;;;"av vicuna mackenna 4000";maipu;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2963;"santiago centro"
20585621-8;"gonzalo lagos barrera";gonzalo.lagos999@mail.cl;;;"av alameda 3200";independencia;13;metropolitana;adicional;18010769-k;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
5021393-5;"kevin ortiz ortiz";kevin.ortiz757@mail.cl;955040192;;"av alameda 800";"la reina";13;metropolitana;beneficiario;9151881-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
13804925-9;"beatriz fuentes henriquez";beatriz.fuentes444@mail.cl;;;"av vicuna mackenna 3800";"las condes";13;metropolitana;adicional;16804818-1;;;2025-01-01;2025-12-31;NO;;;"la florida"
15024126-7;"helena nunez lagos";helena.nunez953@mail.cl;946514927;;"av vitacura 2100";"la reina";13;metropolitana;invitado;7436266-4;;;2025-01-01;2025-12-31;NO;;;"la florida"
24590975-6;"loreto nunez barrera";loreto.nunez204@mail.cl;;;"av macul 100";nunoa;13;metropolitana;invitado;16001455-5;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
5823813-2;"javiera mendez alvarez";javiera.mendez307@mail.cl;910984840;;"av pedro de valdivia 3500";"vina del mar";5;valparaiso;adicional;6632842-2;;;2025-01-01;2025-12-31;NO;;;"la florida"
14225782-3;"mauricio lagos mendez";mauricio.lagos907@mail.cl;966651587;;"av apoquindo 2400";maipu;13;metropolitana;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave6376;providencia
21409267-0;"gonzalo espinoza jara";gonzalo.espinoza316@mail.cl;;;"av alameda 1900";"puente alto";13;metropolitana;invitado;18701738-6;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
8994907-0;"claudio jara pardo";claudio.jara797@mail.cl;;;"av gran avenida 700";"la florida";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave6426;providencia
13119302-5;"helena galdames fuentes";helena.galdames850@mail.cl;933870901;;"av providencia 1000";nunoa;13;metropolitana;adicional;11166446-1;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
11333836-9;"natalia galdames espinoza";natalia.galdames576@mail.cl;;;"av apoquindo 2100";"puente alto";13;metropolitana;adicional;13408836-2;;;2025-01-01;2025-12-31;NO;;;"la florida"
23423239-5;"oscar galdames nunez";oscar.galdames464@mail.cl;919187744;;"av macul 1600";"puente alto";13;metropolitana;adicional;10345669-k;;;2025-01-01;2025-12-31;NO;;;"la florida"
18142443-5;"kevin duarte henriquez";kevin.duarte707@mail.cl;;;"av vicuna mackenna 100";"santa cruz";6;o'higgins;adicional;6058329-2;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
17651502-7;"natalia ortiz mendez";natalia.ortiz930@mail.cl;935862091;;"av irarrazaval 1100";nunoa;13;metropolitana;invitado;16653005-1;;;2025-01-01;2025-12-31;NO;;;providencia
8792487-4;"patricia nunez mendez";patricia.nunez177@mail.cl;983666492;;"av apoquindo 800";"vina del mar";5;valparaiso;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2253;"santiago centro"
9686877-9;"gonzalo henriquez ortiz";gonzalo.henriquez434@mail.cl;;;"av irarrazaval 800";santiago;13;metropolitana;invitado;18478099-2;;;2025-01-01;2025-12-31;NO;;;"la florida"
17515748-1;"patricia pardo pardo";patricia.pardo112@mail.cl;975214638;;"av macul 900";concepcion;8;biobio;beneficiario;24790376-3;;;2025-01-01;2025-12-31;NO;;;providencia
21539642-4;"daniela quezada duarte";daniela.quezada814@mail.cl;;;"av irarrazaval 3000";"las condes";13;metropolitana;adicional;11509212-2;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
8309127-4;"helena galdames mendez";helena.galdames843@mail.cl;935133412;;"av macul 700";independencia;13;metropolitana;beneficiario;17482790-7;;;2025-01-01;2025-12-31;NO;;;providencia
23150355-2;"alvaro quezada quezada";alvaro.quezada850@mail.cl;;;"av macul 1200";"la florida";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2044;"la florida"
11475851-7;"beatriz galdames ortiz";beatriz.galdames258@mail.cl;;;"av recoleta 1000";santiago;13;metropolitana;adicional;22310528-9;;;2025-01-01;2025-12-31;NO;;;providencia
12818601-8;"gonzalo iturra pardo";gonzalo.iturra284@mail.cl;;;"av apoquindo 1800";providencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave9796;"santa cruz"
5366505-5;"beatriz ortiz mendez";beatriz.ortiz138@mail.cl;982762833;;"av gran avenida 2300";providencia;13;metropolitana;adicional;8554458-8;;;2025-01-01;2025-12-31;NO;;;providencia
8906833-5;"oscar henriquez mendez";oscar.henriquez317@mail.cl;;;"av vicuna mackenna 3000";"san miguel";13;metropolitana;invitado;20598546-8;;;2025-01-01;2025-12-31;NO;;;"la florida"
13223521-k;"mauricio alvarez duarte";mauricio.alvarez640@mail.cl;940110273;;"av gran avenida 300";santiago;13;metropolitana;adicional;6871396-9;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
7108595-9;"oscar mendez ortiz";oscar.mendez989@mail.cl;937526181;;"av vicuna mackenna 1200";"la florida";13;metropolitana;adicional;10007053-3;;;2025-01-01;2025-12-31;NO;;;providencia
7583659-0;"gonzalo jara galdames";gonzalo.jara816@mail.cl;;;"av vicuna mackenna 400";providencia;13;metropolitana;adicional;15182198-7;;;2025-01-01;2025-12-31;NO;;;"la florida"
9546971-2;"oscar barrera quezada";oscar.barrera248@mail.cl;963443956;;"av macul 2400";"santa cruz";6;o'higgins;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave6632;"la florida"
14688060-6;"mauricio quezada espinoza";mauricio.quezada600@mail.cl;957070087;;"av providencia 700";"las condes";13;metropolitana;adicional;8275193-9;;;2025-01-01;2025-12-31;NO;;;providencia
5970403-6;"kevin contreras contreras";kevin.contreras860@mail.cl;;;"av apoquindo 2000";"la reina";13;metropolitana;invitado;21896425-6;;;2025-01-01;2025-12-31;NO;;;"la florida"
19362961-k;"patricia henriquez henriquez";patricia.henriquez190@mail.cl;;;"av alameda 1600";"la florida";13;metropolitana;adicional;20598546-8;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
6318448-9;"felicia henriquez contreras";felicia.henriquez197@mail.cl;;;"av irarrazaval 900";"san miguel";13;metropolitana;invitado;12988739-7;;;2025-01-01;2025-12-31;NO;;;providencia
7771099-k;"gonzalo iturra quezada";gonzalo.iturra681@mail.cl;935542015;;"av providencia 1900";nunoa;13;metropolitana;adicional;9370266-7;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
22374294-2;"gonzalo quezada quezada";gonzalo.quezada74@mail.cl;;;"av vicuna mackenna 3000";nunoa;13;metropolitana;adicional;15964724-2;;;2025-01-01;2025-12-31;NO;;;"la florida"
16177762-5;"oscar quezada contreras";oscar.quezada690@mail.cl;978654532;;"av alameda 2600";"san miguel";13;metropolitana;adicional;11945986-9;;;2025-01-01;2025-12-31;NO;;;providencia
13548054-2;"kevin mendez espinoza";kevin.mendez692@mail.cl;;;"av providencia 3200";independencia;13;metropolitana;invitado;21724764-1;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
7418925-3;"javiera lagos barrera";javiera.lagos723@mail.cl;960140050;;"av gran avenida 4000";concepcion;8;biobio;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave4175;"santiago centro"
19276791-1;"ignacio contreras nunez";ignacio.contreras785@mail.cl;961123948;;"av vicuna mackenna 3400";"la reina";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave6100;"la florida"
8245736-4;"oscar iturra jara";oscar.iturra303@mail.cl;942871058;;"av macul 2300";"vina del mar";5;valparaiso;invitado;24790376-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
19940057-6;"claudio espinoza duarte";claudio.espinoza347@mail.cl;;;"av vitacura 900";"vina del mar";5;valparaiso;adicional;9915422-3;;;2025-01-01;2025-12-31;NO;;;providencia
19491300-9;"daniela alvarez barrera";daniela.alvarez448@mail.cl;;;"av providencia 3600";"vina del mar";5;valparaiso;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave2677;providencia
5492386-9;"helena fuentes mendez";helena.fuentes126@mail.cl;938910770;;"av apoquindo 1000";"san miguel";13;metropolitana;invitado;18797380-0;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
23566325-2;"ignacio iturra iturra";ignacio.iturra788@mail.cl;;;"av alameda 3900";"las condes";13;metropolitana;beneficiario;21005871-2;;;2025-01-01;2025-12-31;NO;;;"la florida"
10476735-4;"natalia quezada fuentes";natalia.quezada805@mail.cl;942765489;;"av apoquindo 500";concepcion;8;biobio;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2340;"santa cruz"
10280368-k;"beatriz henriquez espinoza";beatriz.henriquez535@mail.cl;;;"av alameda 1600";concepcion;8;biobio;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7246;"la florida"
12717597-4;"daniela iturra pardo";daniela.iturra451@mail.cl;;;"av vitacura 100";nunoa;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave2605;"santa cruz"
7784753-7;"enrique fuentes nunez";enrique.fuentes445@mail.cl;;;"av vitacura 3100";"las condes";13;metropolitana;invitado;24610405-0;;;2025-01-01;2025-12-31;NO;;;providencia
10407534-7;"patricia fuentes galdames";patricia.fuentes849@mail.cl;935174809;;"av apoquindo 2200";maipu;13;metropolitana;adicional;11945986-9;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
22655131-k;"gonzalo mendez espinoza";gonzalo.mendez902@mail.cl;;;"av gran avenida 2600";concepcion;8;biobio;invitado;21918818-6;;;2025-01-01;2025-12-31;NO;;;providencia
21303631-4;"enrique jara fuentes";enrique.jara219@mail.cl;982600909;;"av macul 3800";"la florida";13;metropolitana;adicional;6115597-9;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
22016768-2;"enrique iturra fuentes";enrique.iturra148@mail.cl;998409880;;"av recoleta 2700";"santa cruz";6;o'higgins;adicional;18881751-3;;;2025-01-01;2025-12-31;NO;;;"la florida"
16804137-0;"javiera duarte pardo";javiera.duarte183@mail.cl;;;"av apoquindo 2900";"la florida";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave9364;"la florida"
24566096-0;"oscar mendez iturra";oscar.mendez363@mail.cl;;;"av vicuna mackenna 1500";"santa cruz";6;o'higgins;administrativo;;;;2025-01-01;2025-12-31;SI;administrativo;clave4906;"santa cruz"
9896952-1;"enrique quezada galdames";enrique.quezada10@mail.cl;;;"av macul 3900";nunoa;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave9812;"la florida"
19069332-5;"beatriz galdames duarte";beatriz.galdames674@mail.cl;941805367;;"av irarrazaval 1100";"vina del mar";5;valparaiso;adicional;17876851-4;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
15768799-5;"patricia quezada jara";patricia.quezada31@mail.cl;;;"av macul 2000";independencia;13;metropolitana;adicional;13918839-k;;;2025-01-01;2025-12-31;NO;;;providencia
15244151-7;"natalia barrera iturra";natalia.barrera642@mail.cl;952736454;;"av gran avenida 3700";maipu;13;metropolitana;beneficiario;21724764-1;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
13905640-3;"javiera henriquez galdames";javiera.henriquez739@mail.cl;942619833;;"av alameda 3300";independencia;13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave3319;"santa cruz"
10942709-8;"felicia espinoza duarte";felicia.espinoza663@mail.cl;983719111;;"av pedro de valdivia 2200";"la reina";13;metropolitana;socio_titular;;;;2025-01-01;2025-12-31;SI;socio;clave7069;"la florida"
14594964-5;"claudio fuentes galdames";claudio.fuentes844@mail.cl;967503989;;"av irarrazaval 2500";"vina del mar";5;valparaiso;invitado;12728713-9;;;2025-01-01;2025-12-31;NO;;;"santiago centro"
23861009-8;"beatriz mendez galdames";beatriz.mendez979@mail.cl;;;"av irarrazaval 500";maipu;13;metropolitana;invitado;9297003-4;;;2025-01-01;2025-12-31;NO;;;"santa cruz"
