run_persona;nombre_completo;email;telefono_celular;telefono_alternativo;direccion_calle;comuna_nombre;region_codigo;region_nombre;tipo_persona;run_socio_titular;parentesco;fecha_nacimiento;fecha_inicio_membresia;fecha_fin_membresia;es_usuario_sistema;tipo_usuario;clave_en_texto_plano;sucursal_base_nombre
23384486-1;Natalia Nuñez Fuentes;natalia.nunez959@mail.cl;962399998;999282768.0;Av Vitacura 2500;Maipu;13;Metropolitana;invitado;20510610-9;hijo;12-09-05;01-01-25;31-12-25;NO;;;Providencia
23619928-2;Gonzalo Duarte Espinoza;gonzalo.duarte44@mail.cl;38049;993802482.0;Av Providencia 3600;Vina del Mar;5;Valparaiso;socio_titular;;;07-03-81;01-01-25;31-12-25;SI;socio;clave6403;La Florida
13452573-8;Mauricio Henriquez Henriquez;mauricio.henriquez912@mail.cl;941994081;954817434.0;Av Macul 600;Puente Alto;13;Metropolitana;invitado;10673180-2;abuelo;11-09-70;01-01-25;31-12-25;NO;;;Santiago Centro
8798093-3;Helena Ortiz Barrera;helena.ortiz527@mail.cl;444285;996467458.0;Av Recoleta 900;Santiago;13;Metropolitana;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave5387;Providencia
23633979-7;Mauricio Galdames Fuentes;mauricio.galdames394@mail.cl;717239;;Av Alameda 1800;Puente Alto;13;Metropolitana;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave4105;Santiago Centro
7508496-K;Claudio Nuñez Quezada;claudio.nunez687@mail.cl;921213231;920974901.0;Av Alameda 200;Puente Alto;13;Metropolitana;invitado;10513868-4;abuela;1990-01;01-01-25;31-12-25;NO;;;Santiago Centro
6053421-7;Gonzalo Barrera Mendez;gonzalo.barrera300@mail.cl;783526;937982607.0;Av Recoleta 3200;Independencia;13;Metropolitana;socio_titular;;;05-03-01;01-01-25;31-12-25;SI;socio;clave3225;Santiago Centro
14673263-0;Alvaro Duarte Fuentes;alvaro.duarte405@mail.cl;765978;;Av Irarrazaval 1200;Santiago;13;Metropolitana;socio_titular;;;10-04-59;01-01-25;31-12-25;SI;socio;clave6329;Santa Cruz
5795783-5;Loreto Nuñez Pardo;loreto.nunez896@mail.cl;992923297;;Av Pedro de Valdivia 3300;Concepcion;8;BioBio;adicional;24293519-5;primo;25-06-72;01-01-25;31-12-25;NO;;;La Florida
16877451-6;Felicia Espinoza Espinoza;felicia.espinoza43@mail.cl;966669402;976672283.0;Av Pedro de Valdivia 3600;Santa Cruz;6;O'Higgins;adicional;13800905-0;hijo;07-10-80;01-01-25;31-12-25;NO;;;Santa Cruz
23442511-2;Natalia Henriquez Iturra;natalia.henriquez693@mail.cl;964756422;947679303.0;Av Providencia 1200;La Florida;13;Metropolitana;adicional;20063035-1;madre;07-07-95;01-01-25;31-12-25;NO;;;Santa Cruz
15372071-5;Enrique Mendez Alvarez;enrique.mendez651@mail.cl;29735;;Av Apoquindo 1600;Nunoa;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave4303;Santiago Centro
17981000-K;Ignacio Ortiz Contreras;ignacio.ortiz224@mail.cl;969994474;;Av Vitacura 2300;Santiago;13;Metropolitana;adicional;15258690-6;abuela;10-10-63;01-01-25;31-12-25;NO;;;La Florida
20438372-3;Patricia Quezada Henriquez;patricia.quezada352@mail.cl;910032588;968325320.0;Av Apoquindo 3500;Las Condes;13;Metropolitana;invitado;20789127-4;c—nyuge;25-10-89;01-01-25;31-12-25;NO;;;Providencia
12188978-1;Natalia Mendez Barrera;natalia.mendez92@mail.cl;960053718;968194828.0;Av Macul 2000;Concepcion;8;BioBio;adicional;24437836-1;abuela;-1990;01-01-25;31-12-25;NO;;;Providencia
10286041-1;Beatriz Henriquez Lagos;beatriz.henriquez206@mail.cl;921250664;994449527.0;Av Providencia 1900;Concepcion;8;BioBio;invitado;16804818-1;abuela;20-12-01;01-01-25;31-12-25;NO;;;Santiago Centro
11263552-6;Daniela Lagos Fuentes;daniela.lagos152@mail.cl;949178489;959521035.0;Av Pedro de Valdivia 100;La Reina;13;Metropolitana;adicional;9151881-3;madre;01-10-67;01-01-25;31-12-25;NO;;;La Florida
23423377-7;Natalia Pardo Nuñez;natalia.pardo110@mail.cl;930146625;;Av Gran Avenida 2700;Vina del Mar;5;Valparaiso;adicional;20849694-8;abuela;03-03-60;01-01-25;31-12-25;NO;;;Santa Cruz
23521731-6;Helena Duarte Mendez;helena.duarte317@mail.cl;247976;;Av Vitacura 3800;Santa Cruz;6;O'Higgins;adicional;22917790-3;madre;-1990;01-01-25;31-12-25;NO;;;Santiago Centro
16426494-7;Oscar Mendez Henriquez;oscar.mendez277@mail.cl;961406400;946455643.0;Av Vicu�a Mackenna 200;San Miguel;13;Metropolitana;adicional;22314415-4;prima;14-11-68;01-01-25;31-12-25;NO;;;Providencia
11891666-3;Natalia Espinoza Nuñez;natalia.espinoza198@mail.cl;253467;;Av Gran Avenida 1400;Providencia;13;Metropolitana;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave4836;Providencia
21766858-1;Javiera Duarte Lagos;javiera.duarte421@mail.cl;582814;;Av Irarrazaval 4000;Vina del Mar;5;Valparaiso;adicional;13667087-5;madre;1990-01;01-01-25;31-12-25;NO;;;La Florida
6030796-0;Helena Henriquez Ortiz;helena.henriquez990@mail.cl;333726;984464352.0;Av Macul 1200;Providencia;13;Metropolitana;adicional;9664319-3;madre;28-11-70;01-01-25;31-12-25;NO;;;Santiago Centro
13942634-4;Gonzalo Espinoza Pardo;gonzalo.espinoza934@mail.cl;930468160;945040682.0;Av Gran Avenida 300;Santiago;13;Metropolitana;invitado;20849694-8;c—nyuge;05-07-73;01-01-25;31-12-25;NO;;;La Florida
14622043-7;Enrique Nuñez Quezada;enrique.nunez117@mail.cl;930174806;971239916.0;Av Pedro de Valdivia 800;Santiago;13;Metropolitana;invitado;24666274-7;abuelo;22-09-52;01-01-25;31-12-25;NO;;;Santa Cruz
8017758-5;Felicia Iturra Quezada;felicia.iturra292@mail.cl;972069571;966742409.0;Av Providencia 2800;Santa Cruz;6;O'Higgins;adicional;11897010-9;madre;21-03-99;01-01-25;31-12-25;NO;;;Santiago Centro
19861209-6;Enrique Lagos Nuñez;enrique.lagos417@mail.cl;935467178;953182784.0;Av Pedro de Valdivia 1900;San Miguel;13;Metropolitana;invitado;23939420-3;primo;23-10-80;01-01-25;31-12-25;NO;;;Santa Cruz
11209120-4;Javiera Lagos Jara;javiera.lagos384@mail.cl;924310;917163785.0;Av Alameda 3400;Independencia;13;Metropolitana;adicional;17877848-0;primo;23-12-56;01-01-25;31-12-25;NO;;;Santiago Centro
11036120-3;Felicia Espinoza Lagos;felicia.espinoza523@mail.cl;135587;953272324.0;Av Macul 1300;Puente Alto;13;Metropolitana;invitado;8275193-9;c—nyuge;18-12-82;01-01-25;31-12-25;NO;;;Providencia
16815576-0;Oscar Jara Pardo;oscar.jara195@mail.cl;963327940;;Av Recoleta 600;Vina del Mar;5;Valparaiso;adicional;21005871-2;prima;20-05-01;01-01-25;31-12-25;NO;;;Providencia
21096729-1;Kevin Henriquez Henriquez;kevin.henriquez671@mail.cl;280476;947341243.0;Av Irarrazaval 400;La Florida;13;Metropolitana;adicional;19414204-8;padre;03-04-01;01-01-25;31-12-25;NO;;;Providencia
6015314-0;Alvaro Lagos Contreras;alvaro.lagos676@mail.cl;924134630;;Av Vitacura 800;Providencia;13;Metropolitana;adicional;9230077-6;abuela;01-01-90;01-01-25;31-12-25;NO;;;Santa Cruz
16270210-1;Daniela Iturra Contreras;daniela.iturra227@mail.cl;931511738;990059172.0;Av Recoleta 300;Vina del Mar;5;Valparaiso;adicional;21631485-4;abuela;19-02-87;01-01-25;31-12-25;NO;;;Santa Cruz
20773390-3;Oscar Fuentes Ortiz;oscar.fuentes871@mail.cl;126437;940597761.0;Av Vitacura 3500;La Florida;13;Metropolitana;invitado;11599705-K;abuelo;01-02-78;01-01-25;31-12-25;NO;;;Santiago Centro
20306223-0;Felicia Fuentes Iturra;felicia.fuentes166@mail.cl;958763216;;Av Irarrazaval 500;Nunoa;13;Metropolitana;socio_titular;;;10-06-78;01-01-25;31-12-25;SI;socio;clave3730;Providencia
15828937-7;Daniela Ortiz Fuentes;daniela.ortiz940@mail.cl;197268;;Av Pedro de Valdivia 3600;Puente Alto;13;Metropolitana;socio_titular;;;16-07-91;01-01-25;31-12-25;SI;socio;clave5237;Santiago Centro
18243537-6;Beatriz Quezada Contreras;beatriz.quezada776@mail.cl;958871177;;Av Irarrazaval 3500;Santa Cruz;6;O'Higgins;invitado;9171985-1;abuelo;19-03-88;01-01-25;31-12-25;NO;;;La Florida
9866662-1;Enrique Henriquez Jara;enrique.henriquez542@mail.cl;705988;;Av Irarrazaval 200;Providencia;13;Metropolitana;adicional;18010769-K;madre;10-12-61;01-01-25;31-12-25;NO;;;Providencia
20264888-4;Loreto Nuñez Quezada;loreto.nunez453@mail.cl;116860;988986279.0;Av Vicu�a Mackenna 3900;La Florida;13;Metropolitana;socio_titular;;;20-04-73;01-01-25;31-12-25;SI;socio;clave3149;Santa Cruz
23938213-4;Daniela Contreras Jara;daniela.contreras301@mail.cl;973615871;924827100.0;Av Vicu�a Mackenna 700;La Florida;13;Metropolitana;adicional;23351146-3;madre;19-09-95;01-01-25;31-12-25;NO;;;Santiago Centro
10765916-1;Felicia Contreras Henriquez;felicia.contreras20@mail.cl;928287458;983620126.0;Av Macul 1900;Providencia;13;Metropolitana;invitado;19212905-2;c—nyuge;07-08-75;01-01-25;31-12-25;NO;;;Providencia
10743076-2;Ignacio Jara Fuentes;ignacio.jara886@mail.cl;979445831;;Av Irarrazaval 1400;Providencia;13;Metropolitana;socio_titular;;;18-11-83;01-01-25;31-12-25;SI;socio;clave3565;Providencia
10859996-0;Javiera Quezada Jara;javiera.quezada123@mail.cl;918602914;;Av Macul 2100;Providencia;13;Metropolitana;adicional;19150099-7;primo;-1990;01-01-25;31-12-25;NO;;;Santa Cruz
24321869-7;Enrique Nuñez Pardo;enrique.nunez958@mail.cl;928622290;;Av Providencia 1100;Las Condes;13;Metropolitana;invitado;24616191-7;primo;01-10-77;01-01-25;31-12-25;NO;;;Providencia
16155875-1;Beatriz Fuentes Pardo;beatriz.fuentes701@mail.cl;963992333;;Av Pedro de Valdivia 2300;Nunoa;13;Metropolitana;adicional;11898098-4;madre;08-03-63;01-01-25;31-12-25;NO;;;Santiago Centro
13660065-2;Kevin Nuñez Jara;kevin.nunez486@mail.cl;363858;943619043.0;Av Alameda 100;Concepcion;8;BioBio;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave3653;Santa Cruz
11448370-8;Oscar Jara Contreras;oscar.jara624@mail.cl;292046;991882712.0;Av Irarrazaval 400;Santa Cruz;6;O'Higgins;beneficiario;22924363-2;c—nyuge;10-10-63;01-01-25;31-12-25;NO;;;Providencia
19306051-K;Patricia Duarte Galdames;patricia.duarte890@mail.cl;948890412;;Av Gran Avenida 600;Puente Alto;13;Metropolitana;adicional;16440104-9;abuela;02-10-98;01-01-25;31-12-25;NO;;;La Florida
13082570-2;Enrique Nuñez Iturra;enrique.nunez209@mail.cl;827508;946137233.0;Av Providencia 2100;San Miguel;13;Metropolitana;adicional;7156539-4;madre;23-12-51;01-01-25;31-12-25;NO;;;Providencia
11803924-1;Enrique Galdames Galdames;enrique.galdames131@mail.cl;923771768;936355254.0;Av Macul 3400;Santiago;13;Metropolitana;adicional;9774947-7;abuelo;26-04-77;01-01-25;31-12-25;NO;;;Santiago Centro
16143758-1;Felicia Iturra Alvarez;felicia.iturra752@mail.cl;945911775;;Av Providencia 4000;Independencia;13;Metropolitana;beneficiario;13242165-1;c—nyuge;1990-01;01-01-25;31-12-25;NO;;;Santiago Centro
11978481-6;Mauricio Henriquez Quezada;mauricio.henriquez605@mail.cl;370037;;Av Macul 300;Nunoa;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave9116;Santiago Centro
18824709-0;Javiera Ortiz Mendez;javiera.ortiz785@mail.cl;912801544;;Av Apoquindo 1400;Vina del Mar;5;Valparaiso;socio_titular;;;02-10-73;01-01-25;31-12-25;SI;socio;clave8709;Providencia
21591878-8;Helena Quezada Galdames;helena.quezada56@mail.cl;988950606;993373249.0;Av Alameda 1100;Las Condes;13;Metropolitana;socio_titular;;;18-11-04;01-01-25;31-12-25;SI;socio;clave8584;Santiago Centro
11953649-9;Natalia Galdames Henriquez;natalia.galdames503@mail.cl;402933;;Av Providencia 700;Las Condes;13;Metropolitana;socio_titular;;;14-06-51;01-01-25;31-12-25;SI;socio;clave8231;Providencia
20196899-9;Mauricio Alvarez Henriquez;mauricio.alvarez491@mail.cl;247804;;Av Pedro de Valdivia 1200;Nunoa;13;Metropolitana;adicional;16939347-3;abuela;25-08-04;01-01-25;31-12-25;NO;;;Santiago Centro
13549636-4;Patricia Fuentes Iturra;patricia.fuentes904@mail.cl;778024;946913136.0;Av Macul 1400;La Reina;13;Metropolitana;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave4582;La Florida
13495605-4;Enrique Quezada Duarte;enrique.quezada3@mail.cl;958299446;;Av Providencia 2700;Santiago;13;Metropolitana;socio_titular;;;27-04-02;01-01-25;31-12-25;SI;socio;clave9360;Santa Cruz
17369207-2;Mauricio Iturra Ortiz;mauricio.iturra891@mail.cl;977609217;916666730.0;Av Irarrazaval 2000;Providencia;13;Metropolitana;invitado;5925734-K;madre;15-08-68;01-01-25;31-12-25;NO;;;Santa Cruz
12365737-9;Helena Fuentes Duarte;helena.fuentes372@mail.cl;973147423;985794896.0;Av Apoquindo 3000;Providencia;13;Metropolitana;adicional;6005570-0;abuelo;01-11-54;01-01-25;31-12-25;NO;;;Santiago Centro
9417682-1;Javiera Galdames Galdames;javiera.galdames838@mail.cl;369207;942039751.0;Av Pedro de Valdivia 200;Puente Alto;13;Metropolitana;invitado;15258690-6;abuelo;-1990;01-01-25;31-12-25;NO;;;La Florida
22645027-0;Mauricio Barrera Jara;mauricio.barrera762@mail.cl;120910;;Av Recoleta 900;Santiago;13;Metropolitana;adicional;24941085-3;hijo;14-04-54;01-01-25;31-12-25;NO;;;La Florida
23566772-K;Helena Galdames Henriquez;helena.galdames748@mail.cl;989013259;945465503.0;Av Vitacura 2700;Las Condes;13;Metropolitana;beneficiario;6344903-3;c—nyuge;24-12-61;01-01-25;31-12-25;NO;;;La Florida
19481249-3;Enrique Galdames Iturra;enrique.galdames959@mail.cl;916004826;;Av Macul 1300;Puente Alto;13;Metropolitana;socio_titular;;;26-05-91;01-01-25;31-12-25;SI;socio;clave8853;Santa Cruz
9219868-5;Helena Galdames Galdames;helena.galdames315@mail.cl;345070;954159613.0;Av Alameda 2900;Vina del Mar;5;Valparaiso;socio_titular;;;02-08-99;01-01-25;31-12-25;SI;socio;clave4466;Santiago Centro
21457498-5;Enrique Contreras Duarte;enrique.contreras191@mail.cl;693464;983652019.0;Av Macul 1100;Vina del Mar;5;Valparaiso;beneficiario;20463400-0;hijo;26-08-99;01-01-25;31-12-25;NO;;;La Florida
5343112-4;Beatriz Quezada Pardo;beatriz.quezada137@mail.cl;132205;955884470.0;Av Pedro de Valdivia 1300;La Reina;13;Metropolitana;adicional;21795243-7;hijo;08-05-99;01-01-25;31-12-25;NO;;;Santiago Centro
8667955-9;Ignacio Duarte Lagos;ignacio.duarte333@mail.cl;20115;975770565.0;Av Pedro de Valdivia 4000;Santiago;13;Metropolitana;adicional;9883512-8;prima;01-01-90;01-01-25;31-12-25;NO;;;La Florida
20706001-1;Javiera Contreras Pardo;javiera.contreras949@mail.cl;925309449;966578513.0;Av Alameda 2500;Concepcion;8;BioBio;beneficiario;18978536-3;c—nyuge;16-07-05;01-01-25;31-12-25;NO;;;Providencia
15528633-4;Felicia Quezada Alvarez;felicia.quezada130@mail.cl;353072;;Av Apoquindo 3400;La Florida;13;Metropolitana;invitado;6168484-0;madre;-1990;01-01-25;31-12-25;NO;;;Santa Cruz
17344170-3;Enrique Mendez Pardo;enrique.mendez366@mail.cl;256749;956406125.0;Av Providencia 1000;Vina del Mar;5;Valparaiso;invitado;10098345-1;primo;04-03-67;01-01-25;31-12-25;NO;;;Santiago Centro
19088273-K;Patricia Alvarez Alvarez;patricia.alvarez264@mail.cl;917222451;967415876.0;Av Recoleta 3200;Santiago;13;Metropolitana;beneficiario;15828937-7;c—nyuge;11-06-53;01-01-25;31-12-25;NO;;;Santiago Centro
13489609-4;Loreto Ortiz Pardo;loreto.ortiz499@mail.cl;926828;926925347.0;Av Apoquindo 1100;La Florida;13;Metropolitana;adicional;9230077-6;padre;07-11-94;01-01-25;31-12-25;NO;;;La Florida
5145391-7;Oscar Nuñez Quezada;oscar.nunez19@mail.cl;133847;;Av Vicu�a Mackenna 400;La Florida;13;Metropolitana;adicional;12625578-0;primo;20-06-98;01-01-25;31-12-25;NO;;;Santa Cruz
23421109-9;Enrique Pardo Barrera;enrique.pardo236@mail.cl;909183;;Av Gran Avenida 1100;La Florida;13;Metropolitana;socio_titular;;;11-11-61;01-01-25;31-12-25;SI;socio;clave4616;Providencia
19514961-5;Loreto Jara Nuñez;loreto.jara301@mail.cl;228150;992358182.0;Av Macul 800;Providencia;13;Metropolitana;adicional;14006506-4;primo;01-01-90;01-01-25;31-12-25;NO;;;Santa Cruz
14890831-1;Natalia Mendez Pardo;natalia.mendez93@mail.cl;997876;;Av Apoquindo 300;San Miguel;13;Metropolitana;socio_titular;;;10-07-59;01-01-25;31-12-25;SI;socio;clave6520;Santiago Centro
20055673-9;Felicia Ortiz Lagos;felicia.ortiz730@mail.cl;975749272;977128656.0;Av Pedro de Valdivia 1100;Concepcion;8;BioBio;adicional;17526820-0;hijo;05-03-74;01-01-25;31-12-25;NO;;;Santiago Centro
18797380-0;Daniela Lagos Ortiz;daniela.lagos974@mail.cl;93375;;Av Alameda 900;San Miguel;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave7267;La Florida
18168394-5;Ignacio Alvarez Duarte;ignacio.alvarez911@mail.cl;960042435;912126561.0;Av Macul 3200;Nunoa;13;Metropolitana;socio_titular;;;01-01-90;01-01-25;31-12-25;SI;socio;clave7311;Providencia
7218054-2;Javiera Henriquez Duarte;javiera.henriquez80@mail.cl;947432496;933874903.0;Av Vicu�a Mackenna 3600;Maipu;13;Metropolitana;socio_titular;;;16-09-68;01-01-25;31-12-25;SI;socio;clave9090;Providencia
17081627-7;Beatriz Iturra Galdames;beatriz.iturra126@mail.cl;940230921;;Av Gran Avenida 1700;La Reina;13;Metropolitana;adicional;16629695-1;padre;-1990;01-01-25;31-12-25;NO;;;Santa Cruz
13646800-4;Javiera Espinoza Jara;javiera.espinoza427@mail.cl;973711144;;Av Pedro de Valdivia 200;La Florida;13;Metropolitana;beneficiario;6115597-9;c—nyuge;20-08-97;01-01-25;31-12-25;NO;;;Santa Cruz
19113560-1;Natalia Lagos Mendez;natalia.lagos776@mail.cl;987270;;Av Irarrazaval 2100;Maipu;13;Metropolitana;invitado;24663202-1;prima;07-08-77;01-01-25;31-12-25;NO;;;Santa Cruz
6968464-5;Loreto Pardo Nuñez;loreto.pardo642@mail.cl;245196;;Av Alameda 2200;Las Condes;13;Metropolitana;invitado;12037120-7;padre;01-02-97;01-01-25;31-12-25;NO;;;La Florida
5237288-1;Loreto Quezada Quezada;loreto.quezada161@mail.cl;841039;994954972.0;Av Vicu�a Mackenna 3100;Las Condes;13;Metropolitana;administrativo;;;09-07-62;01-01-25;31-12-25;SI;administrativo;clave7909;Santiago Centro
13701583-0;Helena Contreras Duarte;helena.contreras416@mail.cl;910808360;;Av Gran Avenida 1200;Nunoa;13;Metropolitana;adicional;6632842-2;hijo;24-02-75;01-01-25;31-12-25;NO;;;La Florida
21508638-0;Gonzalo Jara Espinoza;gonzalo.jara76@mail.cl;27240;;Av Alameda 1600;Santiago;13;Metropolitana;beneficiario;24973079-3;c—nyuge;15-12-99;01-01-25;31-12-25;NO;;;Providencia
20598546-8;Kevin Barrera Pardo;kevin.barrera933@mail.cl;965334499;;Av Irarrazaval 3300;Concepcion;8;BioBio;socio_titular;;;1990-01;01-01-25;31-12-25;SI;socio;clave5576;Santa Cruz
24957109-7;Ignacio Ortiz Jara;ignacio.ortiz198@mail.cl;36990;960612678.0;Av Alameda 3500;La Florida;13;Metropolitana;adicional;10968159-8;padre;1990-01;01-01-25;31-12-25;NO;;;Providencia
19301166-7;Mauricio Henriquez Duarte;mauricio.henriquez749@mail.cl;264726;;Av Macul 2300;Vina del Mar;5;Valparaiso;socio_titular;;;01-05-74;01-01-25;31-12-25;SI;socio;clave5831;La Florida
9155751-6;Patricia Contreras Ortiz;patricia.contreras27@mail.cl;94568;;Av Macul 700;Providencia;13;Metropolitana;adicional;19556227-9;madre;1990-01;01-01-25;31-12-25;NO;;;La Florida
9398401-3;Loreto Quezada Iturra;loreto.quezada401@mail.cl;968334433;;Av Vicu�a Mackenna 1300;Providencia;13;Metropolitana;administrativo;;;06-11-82;01-01-25;31-12-25;SI;administrativo;clave7532;Santa Cruz
6961100-1;Patricia Lagos Lagos;patricia.lagos820@mail.cl;977365402;985807701.0;Av Irarrazaval 2500;La Reina;13;Metropolitana;administrativo;;;01-05-93;01-01-25;31-12-25;SI;administrativo;clave7869;La Florida
23463228-1;Beatriz Ortiz Jara;beatriz.ortiz980@mail.cl;913963639;947102807.0;Av Alameda 1500;Nunoa;13;Metropolitana;socio_titular;;;02-06-60;01-01-25;31-12-25;SI;socio;clave7816;Santiago Centro
24800854-7;Daniela Alvarez Nuñez;daniela.alvarez268@mail.cl;458971;975249720.0;Av Irarrazaval 2900;Providencia;13;Metropolitana;adicional;9774947-7;abuela;06-09-04;01-01-25;31-12-25;NO;;;Santiago Centro
7102539-K;Gonzalo Jara Jara;gonzalo.jara910@mail.cl;72901;981551471.0;Av Pedro de Valdivia 2900;Maipu;13;Metropolitana;beneficiario;24293519-5;c—nyuge;09-02-79;01-01-25;31-12-25;NO;;;Santa Cruz
23970700-9;Claudio Duarte Alvarez;claudio.duarte53@mail.cl;79405;978122574.0;Av Irarrazaval 2300;La Reina;13;Metropolitana;adicional;21918818-6;madre;09-11-77;01-01-25;31-12-25;NO;;;Santa Cruz
11258047-6;Mauricio Iturra Barrera;mauricio.iturra419@mail.cl;917073092;978390796.0;Av Vitacura 1900;Concepcion;8;BioBio;adicional;16812745-6;prima;08-07-02;01-01-25;31-12-25;NO;;;La Florida
12885958-6;Oscar Jara Alvarez;oscar.jara412@mail.cl;963511060;;Av Vicu�a Mackenna 3500;Vina del Mar;5;Valparaiso;adicional;6005570-0;hijo;-1990;01-01-25;31-12-25;NO;;;Santiago Centro
16446839-9;Daniela Contreras Fuentes;daniela.contreras997@mail.cl;950568597;985620544.0;Av Recoleta 1000;Providencia;13;Metropolitana;socio_titular;;;-1990;01-01-25;31-12-25;SI;socio;clave3482;Santa Cruz
19447205-6;Felicia Galdames Nuñez;felicia.galdames466@mail.cl;919507;;Av Providencia 1100;Vina del Mar;5;Valparaiso;adicional;16557572-6;padre;01-01-90;01-01-25;31-12-25;NO;;;Santa Cruz
6732478-1;Daniela Nuñez Pardo;daniela.nunez948@mail.cl;910615606;999318567.0;Av Pedro de Valdivia 700;Maipu;13;Metropolitana;invitado;12204047-K;hijo;15-02-84;01-01-25;31-12-25;NO;;;Santa Cruz
9785720-7;Ignacio Quezada Fuentes;ignacio.quezada567@mail.cl;859278;;Av Pedro de Valdivia 2300;San Miguel;13;Metropolitana;adicional;6115597-9;primo;-1990;01-01-25;31-12-25;NO;;;Providencia
12728713-9;Ignacio Duarte Fuentes;ignacio.duarte249@mail.cl;987721523;985244944.0;Av Providencia 3800;Maipu;13;Metropolitana;socio_titular;;;05-05-70;01-01-25;31-12-25;SI;socio;clave2314;La Florida
13494555-8;Javiera Barrera Pardo;javiera.barrera549@mail.cl;925643780;976191359.0;Av Recoleta 1200;Santiago;13;Metropolitana;adicional;11190490-1;hijo;24-04-81;01-01-25;31-12-25;NO;;;La Florida
21408462-7;Helena Iturra Nuñez;helena.iturra754@mail.cl;948531194;;Av Vitacura 1700;Santa Cruz;6;O'Higgins;adicional;12753752-0;padre;1990-01;01-01-25;31-12-25;NO;;;Santiago Centro
12187875-5;Loreto Mendez Iturra;loreto.mendez573@mail.cl;111252;939661249.0;Av Gran Avenida 300;Independencia;13;Metropolitana;adicional;22279269-1;primo;12-04-82;01-01-25;31-12-25;NO;;;Providencia
17482790-7;Claudio Espinoza Alvarez;claudio.espinoza123@mail.cl;927894930;;Av Apoquindo 3300;Las Condes;13;Metropolitana;socio_titular;;;05-07-60;01-01-25;31-12-25;SI;socio;clave9678;La Florida
19456621-0;Mauricio Iturra Iturra;mauricio.iturra927@mail.cl;967234589;;Av Gran Avenida 4000;Santiago;13;Metropolitana;adicional;14890831-1;hijo;23-11-68;01-01-25;31-12-25;NO;;;Santiago Centro
22539581-8;Daniela Mendez Henriquez;daniela.mendez257@mail.cl;742970;;Av Irarrazaval 2500;Providencia;13;Metropolitana;adicional;12685186-0;abuela;10-06-87;01-01-25;31-12-25;NO;;;La Florida
19559987-4;Oscar Mendez Duarte;oscar.mendez449@mail.cl;969490;957277301.0;Av Gran Avenida 3000;San Miguel;13;Metropolitana;socio_titular;;;20-04-05;01-01-25;31-12-25;SI;socio;clave8550;Santa Cruz
17537708-7;Javiera Lagos Pardo;javiera.lagos456@mail.cl;749196;928194519.0;Av Vitacura 1100;La Florida;13;Metropolitana;socio_titular;;;27-07-50;01-01-25;31-12-25;SI;socio;clave7082;Santiago Centro
13563842-4;Loreto Alvarez Espinoza;loreto.alvarez814@mail.cl;967453735;951392007.0;Av Irarrazaval 1800;La Florida;13;Metropolitana;adicional;12037120-7;abuelo;17-02-67;01-01-25;31-12-25;NO;;;Santa Cruz
21447646-0;Mauricio Ortiz Lagos;mauricio.ortiz42@mail.cl;995754891;916481263.0;Av Vicu�a Mackenna 3400;Concepcion;8;BioBio;adicional;21357643-8;primo;18-08-00;01-01-25;31-12-25;NO;;;La Florida
14665051-3;Gonzalo Lagos Alvarez;gonzalo.lagos688@mail.cl;997466612;956804937.0;Av Alameda 1600;Las Condes;13;Metropolitana;invitado;7066411-9;abuelo;20-07-91;01-01-25;31-12-25;NO;;;Santiago Centro
11702872-0;Gonzalo Galdames Contreras;gonzalo.galdames169@mail.cl;94323;913634912.0;Av Macul 200;La Reina;13;Metropolitana;socio_titular;;;05-08-67;01-01-25;31-12-25;SI;socio;clave1074;Santa Cruz
10980363-4;Beatriz Ortiz Nuñez;beatriz.ortiz350@mail.cl;967025243;992670448.0;Av Pedro de Valdivia 2600;Santa Cruz;6;O'Higgins;adicional;6988932-3;primo;24-04-77;01-01-25;31-12-25;NO;;;Santa Cruz
21126013-0;Alvaro Lagos Galdames;alvaro.lagos30@mail.cl;605727;;Av Recoleta 3900;Santiago;13;Metropolitana;adicional;10720940-0;prima;12-10-95;01-01-25;31-12-25;NO;;;Santa Cruz
15550513-6;Patricia Duarte Nuñez;patricia.duarte90@mail.cl;729474;920621063.0;Av Irarrazaval 2900;Nunoa;13;Metropolitana;invitado;9883512-8;abuelo;28-09-56;01-01-25;31-12-25;NO;;;La Florida
9541284-K;Beatriz Galdames Iturra;beatriz.galdames704@mail.cl;901877;;Av Recoleta 1200;Maipu;13;Metropolitana;adicional;15819439-2;hijo;18-05-76;01-01-25;31-12-25;NO;;;Providencia
18397764-1;Felicia Ortiz Fuentes;felicia.ortiz451@mail.cl;949017831;914813214.0;Av Alameda 2700;Las Condes;13;Metropolitana;administrativo;;;12-04-85;01-01-25;31-12-25;SI;administrativo;clave5986;La Florida
